Pagina,Patron_Censura,Texto_Detectado,Contexto_60chars,Personas_en_Pagina
2486,"X{3,}",XXXX,"e-mails and get through Internet. 2 Case No.: 502008CA028051XXXXMB AB, In the Circuit Court of the Fifteenth Judicial Circui",Jeffrey Epstein
2504,"X{3,}",XXXX,"IN AND FOR PALM BEACH COUNTY, FLORIDA CASE NO:502008CA028051XXXXMB AB L.M. Plaintiff, -vsJEFFREY EPSTEIN AND SARAH KELLEN, D",
2541,\bredacted\b,redacted,documents redacted to different degrees to provide information without violati,
2601,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"wards filed an emer gency petition to enforce the rights of Jane Doe No. 1 and Jane Doe No. 2 under the CVRA, 18 U.S.C. 3771, al",Jeffrey Epstein
2601,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"gency petition to enforce the rights of Jane Doe No. 1 and Jane Doe No. 2 under the CVRA, 18 U.S.C. 3771, alleging that the Gov",Jeffrey Epstein
2601,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"to a plea arrangement it was pursuing with Epstein. DE 1, 1 Jane Doe No. 1 and Jane Doe N o. 2 v. United States, No. 9:08-cv-807",Jeffrey Epstein
2601,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"nt it was pursuing with Epstein. DE 1, 1 Jane Doe No. 1 and Jane Doe N o. 2 v. United States, No. 9:08-cv-80736 S.D. Fla.. As th",Jeffrey Epstein
2602,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Virginia Giuffre who was identified in court pl eadings as Jane Doe No. 3. Edwards and I sought to have her added to the case v,Jeffrey Epstein; Virginia Giuffre; Prince Andrew
2603,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"nments objection, on D ecember 30, 2014, Ms. Giuff re i.e., Jane Doe No. 3 and Jane Doe No. 4 filed a motion and later a correct",Jeffrey Epstein; Prince Andrew
2603,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"n D ecember 30, 2014, Ms. Giuff re i.e., Jane Doe No. 3 and Jane Doe No. 4 filed a motion and later a corrected motion seeking t",Jeffrey Epstein; Prince Andrew
2603,\b[jJ]ane\s+[dD]oe\b,Jane Doe,showitz and Prince Andrew among others for sexual purposes. Jane Doe No. 3 stated that she was prepared to prove her proffer. Se,Jeffrey Epstein; Prince Andrew
2603,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"er proffer. See DE 280 at 3 If allowed to join this action, Jane Doe No. 3 would prove the followi ng . . . . . The motion also",Jeffrey Epstein; Prince Andrew
2603,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ng . . . . . The motion also provided specific reasons why Jane Doe No. 3s participation was relevant to the case, including th",Jeffrey Epstein; Prince Andrew
2603,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"erous media statements a bout the filing, including calling Jane Doe No. 3 a serial liar who has lied through her teeth about ma",Jeffrey Epstein; Prince Andrew
2604,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"rds and I filed a response for our clients, Ms. Giuffre and Jane Doe No. 4. DE 291. The response enumerated nine specific reason",
2604,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ffered was unnecessary to making a determination of whether Jane Doe 3 and Jane Doe 4 should be permitted to join the other vict,
2604,\b[jJ]ane\s+[dD]oe\b,Jane Doe,cessary to making a determination of whether Jane Doe 3 and Jane Doe 4 should be permitted to join the other victims claim that,
2605,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"le Judge Marra struck those allegations, he emphasized that Jane Doe 3 is free to reassert these factual details through proper",
2617,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed documents between Ms. Giuffre and her counsel related to Jane Doe #1 and Jane Doe #2 v. United States, Case no. 0880736-CIV-M",Jeffrey Epstein; Alan Dershowitz
2617,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ween Ms. Giuffre and her counsel related to Jane Doe #1 and Jane Doe #2 v. United States, Case no. 0880736-CIV-Marra, pending in",Jeffrey Epstein; Alan Dershowitz
2617,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Seventeenth Judicial Circuit, Broward County, Florida; and Jane Doe No. 102 v. Jeffrey Epstein, Case No. 09-80656CIV-MarraJohns",Jeffrey Epstein; Alan Dershowitz
2625,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"e U.S. District Court for the Southern District of Florida, Jane Doe 1 and Jane Doe 2 v. United States of America, 08-cv-80736-K",Jeffrey Epstein
2625,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Court for the Southern District of Florida, Jane Doe 1 and Jane Doe 2 v. United States of America, 08-cv-80736-KAM, as the high",Jeffrey Epstein
2688,\bredacted\b,redacted,"wrote: gawker have printed the entire address book, albeit redacted x Sent from my iPad please note The information contained i",
2689,\bredacted\b,redacted,"wrote: gawker have printed the entire address book, albeit redacted x Sent from my iPad please note The information contained i",
2691,\bredacted\b,redacted,"wrote: gawker have printed the entire address book, albeit redacted x Sent from my iPad please note The information contained i",
2693,\b[jJ]ane\s+[dD]oe\b,jane doe,hours ago that they picked up from the daily beast which is jane doe ls testimony and video interview about how Haley robson rec,
2697,\bredacted\b,redacted,"ain for her deposition June 20, 2016 Sealed Order, filed in redacted form at DE 264-1. As recounted in Ms. Giuffres Motion to En",
2724,\b[jJ]ane\s+[dD]oe\b,Jane Doe,", attached hereto as Exhibit 3. 4. May 1, 2009 Complaint in Jane Doe No. 102 v. Jeffrey Epstein, CIV-09-80656, in the Southern D",Jeffrey Epstein; Ghislaine Maxwell; Bill Clinton
2725,\b[jJ]ane\s+[dD]oe\b,Jane Doe,. All paragraphs between The Government then concealed from Jane Doe No. 3 the existence of the NPA pg. 3 and The Government was,Virginia Giuffre; Alan Dershowitz
2725,\b[jJ]ane\s+[dD]oe\b,Jane Doe,tence of the NPA pg. 3 and The Government was well aware of Jane Doe No. 3 when it was negotiating the NPA pg. 6 were stricken b,Virginia Giuffre; Alan Dershowitz
2725,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"tricken by Judge Marra. 13. January 21, 2015 Declaration of Jane Doe No. 3 filed in the CVRA action pending in the Southern Dist",Virginia Giuffre; Alan Dershowitz
2725,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"stricken by Judge Marra 14. February 6, 2015 Declaration of Jane Doe No. 3 filed in the CVRA action pending in the Southern Dist",Virginia Giuffre; Alan Dershowitz
2749,\bredacted\b,redacted,"ey Love, among others.8 Even the late Elie Wiesels name and redacted phone number was in the black book. And yet, Mr. Cassell se",Jeffrey Epstein; Donald Trump; Alan Dershowitz
2763,"X{3,}",XXX,ircuit in and for Palm Beach County Case No. 2006-cf-009495AXXXMB charging one I count of solicitation of prostitution. in,
2789,\bredacted\b,redacted,"ally failed to answer. June 20, 2016 Sealed Order, filed in redacted version DE 264-1. Yet again at her second deposition, she c",Jeffrey Epstein
2822,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ne Boulevard Suite 2218 5 Miami, Florida 33160 Attorney for Jane Doe 2, 3, 4, 5, 6 6, and 7. 7 8 ROTHSTclN ROSENFELDT ADlfR 6Y:",Jeffrey Epstein
2822,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"as Boulevard ll Fort Lauderdale, Florida 33301 Attorney for Jane Doe and E.W. 12 And LM. 13 14 PODtlURST ORSEO SY: KATHERINE W.",Jeffrey Epstein
2822,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"agler Street Suite 800 16 Miami Florida 33130 Attorney for .Jane Doe 101 and l02. 17 18 lfOPOLOKWlN 19 BY: ADAM J. LANGINO, ESQ,",Jeffrey Epstein
2822,"X{3,}",XXXX,"N AND FOR PALM BEACH COUNTY, FLORIDA CASE NO. 502008CA0373l9XXXXMB AB JEFFREY EPSTEIN. Defendant. I 1031 Ives Dairy Road Sui",Jeffrey Epstein
2823,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"we get started just 16 with regard to Ms. Ezell represents Jane Doe 17 101 and 102, the alleged time of her 18 incidents as of",Jeffrey Epstein; Alan Dershowitz
2823,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"omplaint for 101 is 99 --Im sorry, 98 20 through 2002, with Jane Doe 102 the Spring 21 of --SpringSummer of 2003. Mr. Rodriguez",Jeffrey Epstein; Alan Dershowitz
2831,\b[jJ]ane\s+[dD]oe\b,Jane Doe,s available for deposition. 1 Defendant argues that because Jane Doe 43 who for purposes of this sealed filing we can identify a,
2853,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"xamination. The earlier deposition was taken in the case of Jane Doe No. 6 v. Jeffrey Epstein , Case No. 08-CV-80994, on August",Jeffrey Epstein
2866,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"I Fort Lauderdale, Florida 33301 Defendant. 12 Attorney for Jane Doe and E.W. And LM. I 13 JANE DOE NO. 102, CASE NO: 08CV80656",Jeffrey Epstein
2866,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"FREY EPSTEIN 16 Miami fiorida 33130 Defendant. Attorney for Jane Doe IOI and 102. I 17 18 10POI.O-KlMN 19 BY: ADAM J. LANGINO, E",Jeffrey Epstein
2866,"X{3,}",XXXX,"H COUNTY, FLORIDA JEFFREY EPSTEIN, 3 CASE NO. 502008CA037319XXXXMB AB Defendant. I 4 B.B., JANE OOE NO. 7, CASE NO: 08CV8099",Jeffrey Epstein
2884,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"elstein who represents a number of 9 -or at least certainly Jane Doe 2 and some 10 others, you were identified or shown a bunch",
2957,\b[jJ]ane\s+[dD]oe\b,Jane Doe,c: Philip Barde Subject: FW : URGENT -this is the statement Jane Doe 3 is Virginia Roberts so not a new individual. The allegati,Ghislaine Maxwell
2965,\bredacted\b,redacted,"op of that document, about 14 three lines down, you see the redacted 15 portions where there is black so it blacks 16 out the na",
2965,\bredacted\b,redacted,re is black so it blacks 16 out the name. 17 A. I see black redacted portions. 18 Q. Thats a black redaction of the 19 name of t,
2966,\bredacted\b,redacted,its unlikely. 14 MR. PAGLIUCA: Do you know why this 15 isnt redacted if you are representing 16 all the names of people who are,
2966,\bredacted\b,redacted,ng 16 all the names of people who are underage 17 have been redacted from these records. 18 MS. McCAWLEY: I think it was -- my 1,
2988,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ed documents between Ms. Giuffre and her counsel related to Jane Doe #1 and Jane Doe #2 v. United States, Case no. 0880736-CIV-M",Jeffrey Epstein; Alan Dershowitz
2988,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ween Ms. Giuffre and her counsel related to Jane Doe #1 and Jane Doe #2 v. United States, Case no. 0880736-CIV-Marra, pending in",Jeffrey Epstein; Alan Dershowitz
2988,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Seventeenth Judicial Circuit, Broward County, Florida; and Jane Doe No. 102 v. Jeffrey Epstein, Case No. 09-80656CIV-MarraJohns",Jeffrey Epstein; Alan Dershowitz
2993,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"resented Ms. Giuffre as a party in the litigation styled as Jane Doe No. 102 v. Jeffrey Epstein, Case No. 09-80656-CIV-MarraJohn",Jeffrey Epstein; Alan Dershowitz
2993,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ents Ms. Giuffre as a non-party in the litigation styled as Jane Doe #1 and Jane Doe #2 v. United States, Case No. 08-80736-CIV-",Jeffrey Epstein; Alan Dershowitz
2993,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"as a non-party in the litigation styled as Jane Doe #1 and Jane Doe #2 v. United States, Case No. 08-80736-CIV-Marra, Southern",Jeffrey Epstein; Alan Dershowitz
2993,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ents Ms. Giuffre as a non-party in the litigation styled as Jane Doe #1 and Jane Doe #2 v. United States, Case No. 08-80736-CIV-",Jeffrey Epstein; Alan Dershowitz
2993,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"as a non-party in the litigation styled as Jane Doe #1 and Jane Doe #2 v. United States, Case No. 08-80736-CIV-Marra, Southern",Jeffrey Epstein; Alan Dershowitz
2998,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"e U.S. District Court for the Southern District of Florida, Jane Doe 1 and Jane Doe 2 v. United States of America, 08-cv-80736-K",Jeffrey Epstein
2998,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Court for the Southern District of Florida, Jane Doe 1 and Jane Doe 2 v. United States of America, 08-cv-80736-KAM, as the high",Jeffrey Epstein
3036,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"o suffer from them in the future. See Menninger Decl. Ex. D Jane Doe 43 Complaint, 64. As well, the Complaint alleges the right",Jeffrey Epstein; Ghislaine Maxwell
3038,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"instead allegedly relevant to another Federal Action styled Jane Doe 43 v. Jeffrey Epstein, Ghislaine Maxwell, Sarah Kellen, Les",Jeffrey Epstein; Ghislaine Maxwell
3038,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"who does not represent witness Ransome, but does represent Jane Doe Case 1:15-cv-07433-LAP Document 1331-30 Filed 010524 Page 7",Jeffrey Epstein; Ghislaine Maxwell
3039,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"at Ms. Ransomes experience i.e. the basis for her claims in Jane Doe 43 are highly relevantto this action. Presumably, Ms. Ranso",
3039,\b[jJ]ane\s+[dD]oe\b,Jane Doe,mony in this case will be precisely what she alleged in the Jane Doe 43 Complaint. Logic follows that either 1 the information r,
3039,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"a witness in this action. First and most fundamentally, the Jane Doe 43 action seeks millions if not hundreds of millions worth",
3039,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"were suggested to her by Plaintiffs counselher counsel. In Jane Doe 43, Ms. Ransome, through Case 1:15-cv-07433-LAP Document 13",
3041,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"hment evidence concerning Ms. Ransomesstory, as told in the Jane Doe 43 Complaint and her affidavit submitted in support of Plai",Jeffrey Epstein; Ghislaine Maxwell
3044,\b[jJ]ane\s+[dD]oe\b,Jane Doe,e testimony to seek a substantial amount of money in in the Jane Doe 43 litigation. Any concerns about disclosure of this inform,Jeffrey Epstein; Alan Dershowitz
3046,\b[jJ]ane\s+[dD]oe\b,Jane Doe,or relating to or referencing any of the Defendants in the Jane Doe 43 Complaint. Ms. Ransome also admitted to possessing multi,Jeffrey Epstein; Ghislaine Maxwell
3048,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ll emails from by, between, or referencing any Defendant in Jane Doe 43, or communicating with any person Ms. Ransome knew throu",Jeffrey Epstein
3048,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Epstein, or that related to her claims in this case and the Jane Doe 43 complaint. 2. Requiring Ms. Ransome to re-appear for de",Jeffrey Epstein
3118,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"................................................. 9, 13, 14 Jane Doe No. #1 and #2 v. United States, No. 9:08-cv-80736-KAM, S.D.",
3125,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"on to Join under Rule 21 and Motion to Amend under Rule 15, Jane Doe No. #1 and #2 v. United States, No. 9:08-cv-80736-KAM, S.D.",Jeffrey Epstein
3141,"X{3,}",XXXX,"Y, FLORIDA CIVIL DIVISION Plaintiff, CASE No. 502008CA028051XXXXMB AB JEFFREY EPSTEIN, Defendant. DEPOSITION OF LOUELLA RABU",Jeffrey Epstein
3178,\b[jJ]ane\s+[dD]oe\b,Jane Doe,JEl0 Plaintiffs Exhibit JEll the public record in the case Jane Doe versus United States 908CD80736 in the Southern District of,Jeffrey Epstein; Alan Dershowitz
3191,"X{3,}",XXXX,"e-mails and get through Internet. 2 Case No.: 502008CA028051XXXXMB AB, In the Circuit Court of the Fifteenth Judicial Circui",Jeffrey Epstein
3242,\bredacted\b,redacted,"t know that, your Honor. The motion for summary judgment is redacted, pages 1 to 68. Every single exhibit, the opposition, the r",
3242,\bredacted\b,redacted,"very single exhibit, the opposition, the reply, this is all redacted. This is not part of the public record. The public cannot e",
3319,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"E TO INTERVENE AND TO MODIFY THE PROTECTIVE ORDER Non-Party Jane Doe 43 in the captioned matter Jane Doe 43 v. Epstein, et al, N",Jeffrey Epstein; Ghislaine Maxwell; Virginia Giuffre
3319,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"TECTIVE ORDER Non-Party Jane Doe 43 in the captioned matter Jane Doe 43 v. Epstein, et al, No. 17 Civ. 616 JGK and Plaintiff Vir",Jeffrey Epstein; Ghislaine Maxwell; Virginia Giuffre
3319,\b[jJ]ane\s+[dD]oe\b,Jane Doe,62 for the privacy of the parties and deponents. Non-Part y Jane Doe 43 was a fact witness and deponent in the Giuffre v. Maxwel,Jeffrey Epstein; Ghislaine Maxwell; Virginia Giuffre
3320,\b[jJ]ane\s+[dD]oe\b,Jane Doe,2 Party Jane Doe 43 filed her own action against Jeff rey Epstein and others,Virginia Giuffre
3320,\b[jJ]ane\s+[dD]oe\b,Jane Doe,e Epstein Defe ndants seek to utilize documents produced by Jane Doe 43 in this matter for purposes of supp orting their Motion,Virginia Giuffre
3320,\b[jJ]ane\s+[dD]oe\b,Jane Doe,nts argu e that the materials can be used to establish that Jane Doe 43s claims should be barred because they are outside the te,Virginia Giuffre
3320,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"y unnecessary motion practice before th is Court, Non-Party Jane Doe 43 and Virginia Giuffre agreed to the release of her deposi",Virginia Giuffre
3322,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"4 Furthermore, Jane Doe 43 has good reason to be lieve that the Epstein Defendants",Ghislaine Maxwell; Virginia Giuffre
3322,\b[jJ]ane\s+[dD]oe\b,Jane Doe,", and for that, their motion to modify should be denied. I. Jane Doe 43 and Virginia Giuffre H ave Already Agreed to Disclose An",Ghislaine Maxwell; Virginia Giuffre
3322,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"tely Relevant Testimony and Documents As an initial matter, Jane Doe 43 and Virginia Giuffre have already agreed to release Jane",Ghislaine Maxwell; Virginia Giuffre
3322,\b[jJ]ane\s+[dD]oe\b,Jane Doe,Doe 43 and Virginia Giuffre have already agreed to release Jane Doe 43s deposition transcript and 56 1 documents that she produ,Ghislaine Maxwell; Virginia Giuffre
3322,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"heir Motion to Intervene trying to convince this Court that Jane Doe 43s testimony, which they label the Agreed Evidence , estab",Ghislaine Maxwell; Virginia Giuffre
3322,\b[jJ]ane\s+[dD]oe\b,Jane Doe,mitations period. That could not be further from the truth. Jane Doe 43s testimony clearly establishes that her abuse continued,Ghislaine Maxwell; Virginia Giuffre
3322,\b[jJ]ane\s+[dD]oe\b,Jane Doe,She provided testimony demonstrating that Epsteins abuse of Jane Doe 43 continued during the ten 10 year window before she filed,Ghislaine Maxwell; Virginia Giuffre
3322,\b[jJ]ane\s+[dD]oe\b,Jane Doe,en 10 year window before she filed her lawsuit against him. Jane Doe 43 Dep. Tr. 216; 250-251; Jane Doe 43000002-15. x She testi,Ghislaine Maxwell; Virginia Giuffre
3322,\b[jJ]ane\s+[dD]oe\b,Jane Doe,her lawsuit against him. Jane Doe 43 Dep. Tr. 216; 250-251; Jane Doe 43000002-15. x She testified that she and the other girls w,Ghislaine Maxwell; Virginia Giuffre
3322,\b[jJ]ane\s+[dD]oe\b,Jane Doe,her girls were frightened of Epstein and Ghislaine Maxwell. Jane Doe 43 Dep. Tr. 44; 283. x She testified that she was held agai,Ghislaine Maxwell; Virginia Giuffre
3322,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ied that she was held against her w ill on Epsteins island. Jane Doe 43 Dep. Tr. 209. x She testified that Epstein and Maxwell,",Ghislaine Maxwell; Virginia Giuffre
3322,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Tr. 209. x She testified that Epstein and Maxwell, knowing Jane Doe 43 was financially destitute, and was suffering from depres",Ghislaine Maxwell; Virginia Giuffre
3322,\b[jJ]ane\s+[dD]oe\b,Jane Doe,aying for her education if she complied with their demands. Jane Doe 43 Dep. Tr. 112; 233; 250-251. 1 Jane Doe 43 inadvertently,Ghislaine Maxwell; Virginia Giuffre
3322,\b[jJ]ane\s+[dD]oe\b,Jane Doe,th their demands. Jane Doe 43 Dep. Tr. 112; 233; 250-251. 1 Jane Doe 43 inadvertently failed to include Document 000425-426 and,Ghislaine Maxwell; Virginia Giuffre
3323,\b[jJ]ane\s+[dD]oe\b,Jane Doe,5 x Jane Doe 43 testified that she interacted with Maxwell after Epstein,Jeffrey Epstein
3323,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ly was summoned to Epstein and Maxwells office in New York. Jane Doe 43 Dep. Tr. 171, 172, 176, 177, 294- 295, 374; 396. x She t",Jeffrey Epstein
3323,\b[jJ]ane\s+[dD]oe\b,Jane Doe,and if she did not come when called he would come find her. Jane Doe 43 Dep. Tr. 177; 257. x She was forced by Epstein to have s,Jeffrey Epstein
3323,\b[jJ]ane\s+[dD]oe\b,Jane Doe,s and with a colleague of Epsteins in his New York mansion. Jane Doe 43 Dep. Tr. 187-192. x During the ten 10 year statute of li,Jeffrey Epstein
3323,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"atute of limitations period, Epstein used threats to ensure Jane Doe 43 complied with his physical demands including forcing her",Jeffrey Epstein
3323,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"g forcing her to stop eating so she could meet his demands. Jane Doe 43 Dep. Tr. 221, 224, 230, 417. x During the ten 10 year st",Jeffrey Epstein
3323,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"would assist in her enrollment and pay for he r schooling. Jane Doe 43 Dep. Tr. 233; 376; 408. x In February 2007, Epstein aske",Jeffrey Epstein
3323,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"3 Dep. Tr. 233; 376; 408. x In February 2007, Epstein asked Jane Doe 43 to find him a personal assistant in South Africa to brin",Jeffrey Epstein
3323,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ca to bring back to him who was very young looking, pretty. Jane Doe 43 Dep. Tr. 218-220; 418. x She testified that she was with",Jeffrey Epstein
3323,\b[jJ]ane\s+[dD]oe\b,Jane Doe,well within the ten 10 year statute of limitations period. Jane Doe 43 Dep. Tr. 412. x When asked if she tried to break away fr,Jeffrey Epstein
3323,\b[jJ]ane\s+[dD]oe\b,Jane Doe,g: No. I didnt decide to make a break with Jeffrey Epstein. Jane Doe 43 Dep. Tr. 43 at 416. Jane Doe 43 was questioned in this d,Jeffrey Epstein
3323,\b[jJ]ane\s+[dD]oe\b,Jane Doe,break with Jeffrey Epstein. Jane Doe 43 Dep. Tr. 43 at 416. Jane Doe 43 was questioned in this deposition by Defendant Maxwells,Jeffrey Epstein
3324,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ted Documents Should Remain Protected Despite the fact that Jane Doe 43 and Virgin ia Giuffre agreed to release her deposition a,
3324,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"the Epstein Defendants are merely trying to publicly smear Jane Doe 43 by attaching salacious emails to a public filing, despit",
3324,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"is a collection of photographs of various people including Jane Doe 43, Epstein, Maxwell, and other females Jane Doe 43 000204-",
3324,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"including Jane Doe 43, Epstein, Maxwell, and other females Jane Doe 43 000204-235. The photographs are not dated and have no be",
3324,\b[jJ]ane\s+[dD]oe\b,Jane Doe,second group includes a series of 2016 communications that Jane Doe 43 had with a reporter Jane Doe 43 000428-557. These commun,
3324,\b[jJ]ane\s+[dD]oe\b,Jane Doe,of 2016 communications that Jane Doe 43 had with a reporter Jane Doe 43 000428-557. These communications are not relevant to eit,
3324,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"y serve the Epstein Defendants by smearing and embarrassing Jane Doe 43, such as pictures of Jane Doe 43 after a Case 1:15-cv-07",
3324,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"smearing and embarrassing Jane Doe 43, such as pictures of Jane Doe 43 after a Case 1:15-cv-07433-LAP Document 1332-15 Filed 01",
3325,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"sensitive nature of the sexual abuse allegations at issue. Jane Doe 43 courageously gave her testimony in this action, and volu",
3327,\b[jJ]ane\s+[dD]oe\b,Jane Doe,e no legitimate purpose for the movants seeking pictures of Jane Doe 43 after her attempted suicide and these are documents they,
3350,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Ms. Giuffre and Doe 43 opposed the motion, arguing in part, Jane Doe 43 courageously gave her testimony . . . and voluntarily pr",
3350,\b[jJ]ane\s+[dD]oe\b,Jane Doe,ng that the movants were seeking to humiliate and embarrass Jane Doe 43 by using the Confidential Materials in public filings in,
3351,\bredacted\b,redacted,"ollectively the Miami Herald moved to unseal all sealed and redacted documents filed with the Court. Doc.936, at 1. Messrs. Ders",Virginia Giuffre
3355,\b[jJ]ane\s+[dD]oe\b,Jane Doe,", on May 25, 2017, all protected information, including the Jane Doe Evidence, was to be returned to the original party, parties",
3461,\b[jJ]ane\s+[dD]oe\b,Jane Doe,". Request 28 - Defendant already has her civil complaint in Jane Doe 43 , and Ms. Ransome already testified that she is involved",Jeffrey Epstein
3467,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"oduced all documents covered in the subpoena that relate to Jane Doe 43 v. Jeffrey Epstein, Ghislaine Maxwell, Sarah Kellen, Les",Jeffrey Epstein; Ghislaine Maxwell
3467,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"a claim under the sexual trafficking statute. Regarding the Jane Doe 43 documents, Ms. Ransome testified that she produced every",Jeffrey Epstein; Ghislaine Maxwell
3502,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"er computer including the attorneys representing her in her Jane Doe complaint. According to Ms. Ransome at her deposition, she",Jeffrey Epstein
3503,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"g, her fee agreement associated with her civil complaint in Jane Doe 43 v. Epstein et al., including any for Mr. Cassell, Mr. Ed",Jeffrey Epstein; Ghislaine Maxwell
3503,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"have entered appearances in that matter. See Docket Report, Jane Doe 43 v. Epstein et al., 17-cv-00616-JGK. Case 1:15-cv-07433-L",Jeffrey Epstein; Ghislaine Maxwell
3506,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"quest 15-16: Financial Records to Support Her Claims In her Jane Doe 43 complaint, Ms. Ransome averred that Defendants Epstein a",
3506,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"al support for college admission or on-going education. See Jane Doe 43 v. Epstein et al., 17-cv-00616, Complaint Doc. 1 at 16-1",
3508,\b[jJ]ane\s+[dD]oe\b,Jane Doe,". Ms. Ransome testified at her deposition, and noted in her Jane Doe 43 complaint that she filled out an application for accepta",
3508,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"lications. These documents relate to the allegations in her Jane Doe complaint paragraphs 37, 53-55 and also her financial motiv",
3508,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"s or earnings, which directly relate to Paragraph 38 of her Jane Doe complaint. She did not indicate she searched for any such d",
3511,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"ll emails from by, between, or referencing any Defendant in Jane Doe 43, or communicating with any person Ms. Ransome knew throu",Jeffrey Epstein; Ghislaine Maxwell
3511,\b[jJ]ane\s+[dD]oe\b,Jane Doe,"Epstein, or that related to her claims in this case and the Jane Doe 43 complaint. h. Her financial records from Epstein or from",Jeffrey Epstein; Ghislaine Maxwell
3513,\bredacted\b,redacted,ntains inadvertently disclosed images that should have been redacted. Counsel shall re-file the stricken document as soon as is,Virginia Giuffre
3534,\b[jJ]ane\s+[dD]oe\b,Jane Doe,". Request 28 - Defendant already has her civil complaint in Jane Doe 43 , and Ms. Ransome already testified that she is involved",Jeffrey Epstein
